popularity,release_date,release_year,title,vote_average,vote_count
1.80368,2015-04-30,2015-04-30,Entre Abelhas,6.8,34.0
8.476315,2015-11-13,2015-11-13,Heist,5.6,322.0
2.418307,2015-11-13,2015-11-13,Condemned,3.4,27.0
1.311874,2015-08-11,2015-08-11,Entertainment,5.2,21.0
0.355751,2015-10-09,2015-10-09,The Murder Pact,4.3,4.0
1.390382,2015-04-10,2015-04-10,Happy 140,6.3,17.0
6.133899,2015-10-29,2015-10-29,400 Days,4.2,193.0
1.15327,2015-03-20,2015-03-20,Lost and Love,5.8,6.0
1.095345,2015-01-09,2015-01-09,Bana Masal Anlatma,5.7,9.0
2.750275,2015-05-21,2015-05-21,The Surprise,6.9,23.0
5.660649,2015-11-12,2015-11-12,Love the Coopers,5.4,169.0
2.864948,2015-11-11,2015-11-11,Prem Ratan Dhan Payo,5.6,39.0
0.990819,2015-01-24,2015-01-24,(T)ERROR,6.8,12.0
1.275006,2015-03-06,2015-03-06,In the Grayscale,6.8,19.0
0.09425,2015-07-17,2015-07-17,Famous Nathan,4.5,2.0
0.882126,2015-05-30,2015-05-30,The Secret Life of Marilyn Monroe,5.7,11.0
2.527577,2015-04-15,2015-04-15,In Harmony,6.1,28.0
0.776885,2015-01-11,2015-01-11,Felix and Meira,5.6,12.0
1.112812,2015-10-05,2015-10-05,Night of the Living Dead: Darkest Dawn,5.2,6.0
1.645219,2015-07-19,2015-07-19,Tut,7.6,22.0
3.428114,2015-10-27,2015-10-27,Made in France,6.5,59.0
0.290605,2015-10-22,2015-10-22,The Phone,6.8,5.0
9.786662,2015-08-28,2015-08-28,A Perfect Day,6.6,194.0
0.736792,2015-04-24,2015-04-24,Lemonade,6.7,9.0
1.381594,2015-10-02,2015-10-02,"3 ½ Minutes, 10 Bullets",7.8,30.0
1.335301,2015-08-21,2015-08-21,After Words,6.2,10.0
8.378022,2015-05-08,2015-05-08,Bravetown,6.5,87.0
1.416633,2015-01-20,2015-01-20,The Here After,6.2,10.0
0.417405,2015-11-06,2015-11-06,This Isn't Funny,7.7,3.0
3.496436,2015-11-19,2015-11-19,Them who?,6.2,75.0
0.99881,2015-02-06,2015-02-06,Prince,6.9,12.0
0.579716,2015-01-14,2015-01-14,Young Tiger,6.2,8.0
12.579261,2015-11-20,2015-11-20,Criminal Activities,5.8,111.0
0.949762,2015-09-12,2015-09-12,Hong Kong Trilogy: Preschooled Preoccupied Preposterous,6.0,1.0
0.482449,2015-07-06,2015-07-06,The Red Spider,5.0,4.0
0.202059,2015-06-26,2015-06-26,A Murder in the Park,6.5,5.0
3.148711,2015-05-28,2015-05-28,Rams,7.3,67.0
1.171422,2015-10-16,2015-10-16,Anthony Jeselnik: Thoughts and Prayers,7.8,16.0
1.491134,2015-11-02,2015-11-02,The Leisure Class,3.9,10.0
0.134614,2015-10-02,2015-10-02,Taikon,7.7,3.0
1.608143,2015-03-16,2015-03-16,Manson Family Vacation,5.6,19.0
7.291872,2015-12-03,2015-12-03,Point Break,5.5,795.0
5.748885,2015-08-19,2015-08-19,Antigang,5.8,105.0
2.796273,2015-04-17,2015-04-17,Glassland,4.2,31.0
2.232507,2015-11-27,2015-11-27,Submerged,4.3,21.0
1.006998,2015-10-21,2015-10-21,Heart of a Dog,6.6,12.0
1.653733,2015-11-27,2015-11-27,Tamasha,6.4,35.0
0.448056,2015-11-24,2015-11-24,Paternity Leave,7.0,4.0
0.446454,2015-11-12,2015-11-12,Katyar Kaljat Ghusali,9.0,2.0
4.885995,2015-04-01,2015-04-01,Naked Among Wolves,7.6,30.0
2.940533,2015-10-09,2015-10-09,Winter on Fire: Ukraine's Fight for Freedom,8.1,65.0
1.540697,2015-09-14,2015-09-14,Talvar,7.6,33.0
0.81609,2015-05-29,2015-05-29,Premam,6.4,13.0
1.064188,2015-01-04,2015-01-04,The Saboteurs,8.0,6.0
2.165594,2015-09-26,2015-09-26,My Little Pony: Equestria Girls - Friendship Games,3.9,11.0
0.877618,2015-04-10,2015-04-10,The House Across the Street,1.0,3.0
0.187825,2015-11-27,2015-11-27,The Ties That Bind,7.3,3.0
1.395306,2015-10-09,2015-10-09,Dark Woods II,4.7,14.0
3.178725,2015-09-04,2015-09-04,Hitchcock/Truffaut,7.5,55.0
10.788263,2016-01-14,2016-01-14,The 5th Wave,5.6,1993.0
6.007801,2015-12-04,2015-12-04,A Very Murray Christmas,5.2,149.0
3.733787,2016-07-15,2016-07-15,600 Miles,6.2,37.0
5.127658,2015-01-07,2015-01-07,Serial Killer 1,7.0,85.0
0.422533,2015-03-04,2015-03-04,L'Art de la fugue,5.2,10.0
4.778359,2015-10-30,2015-10-30,Truman,7.0,101.0
1.160656,2015-12-03,2015-12-03,The Wiz Live!,7.3,14.0
1.753718,2015-06-05,2015-06-05,Reaper,5.8,21.0
4.33573,2015-11-25,2015-11-25,Sanjay's Super Team,6.9,74.0
6.982302,2015-08-28,2015-08-28,The Wave,6.5,317.0
2.076154,2015-05-28,2015-05-28,Schneider vs. Bax,5.8,19.0
1.26037,2015-12-03,2015-12-03,Cosmos,6.7,15.0
1.624956,2015-05-02,2015-05-02,Some Kind Of Hate,4.5,40.0
1.574378,2015-02-26,2015-02-26,Lady of Csejte,4.8,6.0
2.410183,2015-10-24,2015-10-24,The Hollow,4.7,33.0
1.727617,2015-06-22,2015-06-22,Earthfall,3.3,15.0
12.023704,2015-12-04,2015-12-04,Chi-Raq,5.8,56.0
0.625631,2015-11-21,2015-11-21,Jim Henson’s Turkey Hollow,0.0,0.0
5.901413,2015-12-02,2015-12-02,Babysitting 2,6.6,368.0
2.896562,2015-11-24,2015-11-24,Les Dissociés,7.5,64.0
3.759301,2015-07-10,2015-07-10,Monkey King: Hero Is Back,7.5,58.0
6.133745,2015-09-12,2015-09-12,Truth,6.5,165.0
2.240259,2015-12-04,2015-12-04,The Letters,5.6,10.0
1.03027,2015-09-25,2015-09-25,Just Jim,5.8,17.0
2.890544,2015-08-13,2015-08-13,Our Times,7.5,46.0
1.268551,2015-08-06,2015-08-06,To the Fore,6.8,9.0
13.143061,2015-12-11,2015-12-11,The Big Short,7.3,2679.0
2.877374,2015-01-30,2015-01-30,The Throwaways,5.1,17.0
0.871957,2015-11-24,2015-11-24,Applesauce,6.2,12.0
2.36446,2015-12-04,2015-12-04,Christmas Eve,6.1,24.0
0.275362,2015-04-03,2015-04-03,How to Win at Checkers (Every Time),7.4,5.0
6.287086,2015-12-11,2015-12-11,The Ridiculous 6,4.9,397.0
0.633653,2015-08-20,2015-08-20,Loham,4.4,5.0
0.535343,2015-03-27,2015-03-27,Ennum Eppozhum,5.3,5.0
1.16084,2015-08-25,2015-08-25,Chaos on the Bridge,7.4,13.0
1.548502,2015-11-13,2015-11-13,John Mulaney: The Comeback Kid,7.4,36.0
0.064911,2015-12-03,2015-12-03,Ouzeri Tsitsanis,6.0,1.0
3.747935,2015-12-11,2015-12-11,American Hero,5.1,63.0
1.660851,2015-03-15,2015-03-15,Night Owls,6.7,25.0
2.091185,2015-03-09,2015-03-09,April 9th,6.8,17.0
0.563543,2015-10-13,2015-10-13,I Believe in Miracles,7.9,7.0
3.28083,2015-06-13,2015-06-13,The Girl in the Book,6.1,39.0
4.393887,2015-04-18,2015-04-18,Mojave,4.6,42.0
10.932742,2015-04-18,2015-04-18,Tumbledown,6.6,51.0
5.18104,2015-06-05,2015-06-05,Stranded,5.0,11.0
5.518129,2015-06-20,2015-06-20,Ghost in the Shell: The New Movie,6.5,40.0
8.075504,2015-12-18,2015-12-18,Extraction,4.3,102.0
5.223297,2015-03-31,2015-03-31,World of Tomorrow,8.0,100.0
10.155109,2016-02-06,2016-02-06,Zoolander 2,4.7,814.0
1.323536,2015-11-11,2015-11-11,View From A Blue Moon,7.6,7.0
0.694197,2015-03-10,2015-03-10,Innocent Killers,5.4,8.0
3.861768,2015-07-24,2015-07-24,The Legend of Barney Thomson,5.9,56.0
0.141191,2015-04-25,2015-04-25,Unbranded,6.0,2.0
5.97657,2015-11-22,2015-11-22,The Lion Guard: Return of the Roar,6.0,62.0
1.948614,2015-09-02,2015-09-02,Hitting the Apex,8.4,19.0
8.898988,2016-01-21,2016-01-21,How to Be Single,5.9,1225.0
0.382444,2015-10-18,2015-10-18,Winning Dad,6.0,2.0
1.19611,2015-08-13,2015-08-13,Memories of the Sword,6.4,23.0
1.711247,2015-10-30,2015-10-30,Encounters,6.4,10.0
1.57501,2015-07-21,2015-07-21,Anguish,4.8,32.0
1.700266,2015-05-08,2015-05-08,Winning: The Racing Life of Paul Newman,8.2,6.0
1.093779,2015-12-15,2015-12-15,Marvel Super Hero Adventures: Frost Fight!,7.1,5.0
1.001538,2015-06-22,2015-06-22,Finders Keepers,6.4,24.0
2.155148,2015-10-03,2015-10-03,The Propaganda Game,7.1,52.0
0.205807,2015-01-25,2015-01-25,Darkness on the Edge of Town,5.5,4.0
0.750754,2015-07-31,2015-07-31,Two Step,5.3,6.0
1.39876,2015-01-01,2015-01-01,Bolshoi Babylon,3.7,12.0
6.78295,2015-03-17,2015-03-17,He Never Died,6.3,144.0
0.486995,2015-02-08,2015-02-08,OzLand,7.4,4.0
3.3756,2015-10-09,2015-10-09,Samurai Cop 2: Deadly Vengeance,4.6,16.0
2.315594,2015-11-05,2015-11-05,The Priests,6.1,21.0
1.265446,2015-09-24,2015-09-24,The Accidental Detective,6.9,8.0
1.266903,2015-03-06,2015-03-06,The Thin Yellow Line,8.5,10.0
0.448018,2015-01-01,2015-01-01,The Zohar Secret,2.9,8.0
2.240411,2015-04-25,2015-04-25,Parasyte: Part 2,5.9,27.0
0.018824,2015-01-27,2015-01-27,Talvivaaran miehet,0.0,0.0
6.785049,2016-01-28,2016-01-28,Fifty Shades of Black,4.3,337.0
0.697445,2016-01-25,2016-01-25,Unlocking the Cage,8.0,3.0
0.542716,2015-09-06,2015-09-06,The Monster of Mangatiti,6.8,4.0
18.908782,2016-11-04,2016-11-04,Nocturnal Animals,7.2,1990.0
0.248179,2015-06-04,2015-06-04,Tyke Elephant Outlaw,8.0,6.0
0.198835,2015-06-09,2015-06-09,A Syrian Love Story,7.6,5.0
0.247332,2016-02-10,2016-02-10,Homeland (Iraq Year Zero),8.0,5.0
1.804845,2015-10-16,2015-10-16,Unnatural,4.3,12.0
3.35736,2015-10-16,2015-10-16,Lumberjack Man,4.3,19.0
8.009226,2015-12-25,2015-12-25,Daddy's Home,5.8,870.0
13.799419,2015-12-18,2015-12-18,Sisters,5.8,593.0
1.711581,2015-12-05,2015-12-05,Just in Time for Christmas,6.2,17.0
1.933367,2015-12-01,2015-12-01,A Christmas Detour,6.8,29.0
1.598157,2015-11-29,2015-11-29,Angel of Christmas,6.1,11.0
1.617017,2015-11-25,2015-11-25,Once Upon A Holiday,5.9,22.0
2.997835,2015-05-02,2015-05-02,"Murder, She Baked: A Chocolate Chip Cookie Mystery",7.6,16.0
4.69124,2015-08-29,2015-08-29,Night Of The Living Deb,5.4,42.0
4.653375,2015-11-15,2015-11-15,"Murder, She Baked: A Plum Pudding Murder Mystery",8.0,11.0
1.004732,2015-11-01,2015-11-01,'Tis the Season for Love,6.0,11.0
0.825129,2015-11-07,2015-11-07,Ice Sculpture Christmas,5.7,19.0
0.755155,2015-11-08,2015-11-08,Charming Christmas,5.9,10.0
0.947398,2015-11-14,2015-11-14,I'm Not Ready for Christmas,4.8,8.0
1.185419,2015-11-22,2015-11-22,Merry Matrimony,5.9,6.0
2.256822,2015-11-15,2015-11-15,Christmas Incorporated,6.4,21.0
1.002746,2015-11-26,2015-11-26,12 Gifts of Christmas,5.8,20.0
1.878526,2015-11-27,2015-11-27,Crown for Christmas,7.1,20.0
1.397482,2015-12-06,2015-12-06,The Bridge,6.1,15.0
0.747467,2015-12-12,2015-12-12,On the Twelfth Day of Christmas,6.3,12.0
1.468471,2015-12-19,2015-12-19,A Christmas Melody,5.7,17.0
0.559961,2015-12-24,2015-12-24,Amor Impossível,7.0,3.0
14.696548,2016-01-23,2016-01-23,Kung Fu Panda 3,6.7,1630.0
0.778443,2015-01-23,2015-01-23,The Black Panthers: Vanguard of the Revolution,6.7,13.0
2.84509,2015-06-10,2015-06-10,The Sweet Escape,6.5,31.0
2.41637,2015-12-26,2015-12-26,Marco Polo: One Hundred Eyes,7.1,33.0
0.161354,2015-03-14,2015-03-14,A Brave Heart: The Lizzie Velasquez Story,8.3,4.0
3.438362,2016-03-18,2016-03-18,Krisha,6.5,49.0
0.656706,2015-10-01,2015-10-01,The End of a Great Era,6.0,3.0
0.419041,2015-08-22,2015-08-22,The Unauthorized Full House Story,4.2,10.0
1.62374,2015-12-11,2015-12-11,La Novia,6.7,27.0
0.029535,2015-12-23,2015-12-23,The PHD Movie 2,0.0,0.0
4.662079,2016-01-04,2016-01-04,Standoff,6.0,96.0
4.683689,2015-12-18,2015-12-18,Bajirao Mastani,7.2,71.0
3.076023,2015-12-17,2015-12-17,Worlds Apart,6.6,21.0
4.833239,2015-01-02,2015-01-02,We Accept Miracles,5.6,128.0
0.901095,2015-12-04,2015-12-04,Cold Deck,6.0,7.0
0.673276,2015-05-16,2015-05-16,Steve McQueen: The Man & Le Mans,7.6,9.0
0.409933,2015-01-22,2015-01-22,Tired Moonlight,6.0,2.0
2.856502,2015-12-14,2015-12-14,Childhood's End,6.6,70.0
1.052262,2015-06-24,2015-06-24,"Arabian Nights: Volume 1, The Restless One",7.4,12.0
7.245984,2015-08-07,2015-08-07,Boruto: Naruto the Movie,7.7,162.0
0.853425,2015-02-28,2015-02-28,Headless,6.4,13.0
3.677281,2015-07-20,2015-07-20,3-Headed Shark Attack,4.0,41.0
1.565817,2015-09-16,2015-09-16,Mr. Six,7.4,30.0
5.104004,2015-06-19,2015-06-19,It's Now or Never,5.5,83.0
1.087027,2015-08-29,2015-08-29,S: The Last Policeman: Recovery of Our Future,6.0,1.0
1.334,2015-06-26,2015-06-26,Nintendo Quest,5.8,18.0
0.858973,2015-11-04,2015-11-04,"Rabin, the Last Day",3.8,9.0
3.849773,2015-12-23,2015-12-23,Le Grand partage,4.5,63.0
0.436531,2015-04-21,2015-04-21,The Alchemist's Letter,6.9,7.0
2.379103,2015-09-30,2015-09-30,Saving Mr. Wu,6.1,28.0
1.278335,2015-05-15,2015-05-15,Secret Society of Souptown,6.8,8.0
7.954623,2016-02-04,2016-02-04,Pride and Prejudice and Zombies,5.5,662.0
1.121188,2015-05-19,2015-05-19,Cowboys vs. Dinosaurs,4.3,14.0
0.439368,2015-02-10,2015-02-10,Proof of the Devil,2.6,4.0
5.18624,2016-01-01,2016-01-01,Quo vado?,6.8,460.0
0.847277,2015-02-01,2015-02-01,Cool Cat Saves the Kids,3.0,8.0
2.344304,2015-02-13,2015-02-13,Bad Hair Day,6.3,39.0
3.016183,2015-02-28,2015-02-28,Kept Woman,6.2,20.0
2.212227,2015-02-06,2015-02-06,Cute and Dangerous,8.4,5.0
9.968649,2017-03-17,2017-03-17,The Devil's Candy,6.4,114.0
8.826071,2016-01-01,2016-01-01,Jane Got a Gun,5.4,293.0
0.387788,2015-11-06,2015-11-06,Peggy Guggenheim: Art Addict,7.0,7.0
4.081193,2015-12-18,2015-12-18,Dilwale,6.3,68.0
3.216606,2015-10-15,2015-10-15,Woodlawn,6.8,49.0
5.396271,2015-09-17,2015-09-17,Captive,5.6,94.0
1.699695,2015-10-02,2015-10-02,Shark Lake,4.4,19.0
3.529513,2015-09-27,2015-09-27,Riot,5.4,25.0
5.571253,2015-10-02,2015-10-02,Hell & Back,5.0,79.0
7.384688,2016-01-07,2016-01-07,The Forest,4.8,478.0
2.919553,2015-09-17,2015-09-17,Me and Kaminski,6.3,7.0
3.571376,2016-01-07,2016-01-07,Wazir,6.7,36.0
0.186852,2015-02-20,2015-02-20,Approaching the Elephant,7.0,3.0
1.473808,2015-01-15,2015-01-15,Love Forecast,6.4,15.0
0.505002,2015-01-14,2015-01-14,Chronicle of a Blood Merchant,6.3,7.0
1.980745,2015-03-21,2015-03-21,Assassination Classroom,6.0,22.0
5.419602,2015-12-11,2015-12-11,Close Range,5.1,57.0
5.809983,2016-01-08,2016-01-08,Diablo,4.3,76.0
1.600885,2015-01-22,2015-01-22,The Entity,4.7,12.0
1.264454,2015-08-07,2015-08-07,AWOL-72,2.8,10.0
2.598769,2015-12-25,2015-12-25,Doctor Who: The Husbands of River Song,7.8,50.0
2.914586,2016-01-15,2016-01-15,Band of Robbers,6.0,35.0
15.041341,2015-03-14,2015-03-14,Moonwalkers,6.1,98.0
1.903401,2015-10-04,2015-10-04,Ellis,6.9,28.0
0.026716,2015-01-28,2015-01-28,Christ lives in Siberia,0.0,0.0
0.202117,2015-03-24,2015-03-24,Kansas: Miracles Out Of Nowhere,8.0,3.0
0.533455,2016-01-08,2016-01-08,Aimy in a Cage,5.2,6.0
0.314468,2015-09-24,2015-09-24,Ahwak,6.2,5.0
2.726411,2015-09-09,2015-09-09,Janis: Little Girl Blue,7.5,56.0
6.515574,2015-01-31,2015-01-31,Uncanny,6.2,56.0
4.241058,2015-12-02,2015-12-02,Tomorrow,7.9,86.0
2.51729,2015-07-23,2015-07-23,Potato Salad: Don't Ask!,3.0,27.0
0.915298,2016-01-12,2016-01-12,Army Dog,5.0,1.0
5.004038,2016-01-14,2016-01-14,The Correspondence,6.1,103.0
2.913197,2015-07-11,2015-07-11,Tag,6.1,41.0
1.737751,2016-01-14,2016-01-14,The Dark Side of the Moon,5.9,21.0
2.932801,2016-01-08,2016-01-08,The Abandoned,4.1,66.0
1.023086,2015-03-21,2015-03-21,Old 37,4.3,10.0
4.03651,2015-09-04,2015-09-04,Spy Time,5.7,72.0
6.292114,2015-09-25,2015-09-25,Retribution,6.8,111.0
10.422013,2015-12-25,2015-12-25,A Man Called Ove,7.5,198.0
4.848466,2015-05-06,2015-05-06,Blind Date,6.3,147.0
0.094303,2015-11-26,2015-11-26,Chico - Artista Brasileiro,8.0,1.0
0.744523,2016-09-23,2016-09-23,The Lovers and the Despot,7.0,4.0
2.321825,2016-02-06,2016-02-06,Michael Jackson's Journey from Motown to Off the Wall,7.2,33.0
5.933337,2016-06-24,2016-06-24,Wiener-Dog,5.6,64.0
7.008103,2016-01-14,2016-01-14,Norm of the North,4.1,124.0
9.420931,2016-01-14,2016-01-14,Ride Along 2,6.1,567.0
6.068689,2016-04-27,2016-04-27,Maggie's Plan,5.7,129.0
0.59479,2016-01-14,2016-01-14,Notias,6.7,3.0
7.714405,2016-03-22,2016-03-22,Batman: Bad Blood,6.8,186.0
0.66989,2015-02-10,2015-02-10,Under Electric Clouds,7.5,14.0
7.528276,2016-02-26,2016-02-26,Eddie the Eagle,7.2,682.0
3.376147,2016-01-22,2016-01-22,Airlift,7.3,58.0
1.844693,2016-02-12,2016-02-12,Fitoor,5.9,20.0
6.402939,2016-01-22,2016-01-22,Exposed,4.5,141.0
3.377218,2015-01-30,2015-01-30,Terminus,5.0,65.0
5.88082,2015-10-21,2015-10-21,My King,7.1,207.0
3.531089,2015-09-18,2015-09-18,Stonewall,5.2,32.0
10.168119,2015-10-30,2015-10-30,Frankenstein,5.9,31.0
4.371861,2015-07-03,2015-07-03,Monk Comes Down the Mountain,5.5,32.0
1.986733,2015-10-07,2015-10-07,Fatima,5.6,38.0
2.881769,2015-12-04,2015-12-04,The Wannabe,4.8,15.0
4.827887,2016-01-22,2016-01-22,Martyrs,4.7,70.0
3.003456,2015-01-24,2015-01-24,Racing Extinction,7.8,51.0
0.105402,2015-09-24,2015-09-24,Capital C,6.0,2.0
2.233208,2015-08-01,2015-08-01,One & Two,5.0,26.0
4.167907,2016-03-04,2016-03-04,Lo and Behold: Reveries of the Connected World,6.5,76.0
1.15662,2016-03-01,2016-03-01,Kill Kane,3.8,19.0
0.544172,2015-11-17,2015-11-17,Addicted to Sexting,4.7,7.0
2.899439,2015-03-30,2015-03-30,Field of Lost Shoes,5.8,14.0
0.224351,2016-01-26,2016-01-26,Looking for Grace,10.0,1.0
0.244223,2015-05-14,2015-05-14,All Mistakes Buried,4.7,3.0
0.842808,2016-01-22,2016-01-22,The Mine,7.1,6.0
2.867162,2015-04-12,2015-04-12,Seeds of Yesterday,6.5,21.0
17.028854,2016-01-22,2016-01-22,The Boy,5.8,1133.0
4.222496,2015-09-11,2015-09-11,90 Minutes in Heaven,5.4,40.0
7.410228,2016-01-22,2016-01-22,Jeruzalem,4.4,126.0
1.580786,2015-04-27,2015-04-27,Welcome to Happiness,4.5,3.0
2.600651,2015-07-23,2015-07-23,The Chosen,4.6,36.0
5.121756,2016-01-27,2016-01-27,Lazer Team,5.7,103.0
8.759801,2016-02-19,2016-02-19,Risen,5.7,300.0
1.279443,2016-01-25,2016-01-25,Holy Hell,7.1,27.0
8.126324,2015-04-15,2015-04-15,The Survivalist,6.2,89.0
1.43679,2016-11-02,2016-11-02,The Eagle Huntress,7.3,28.0
1.000576,2015-09-03,2015-09-03,Zero,5.3,3.0
1.148314,2016-01-20,2016-01-20,The White Knights,5.8,15.0
2.528348,2015-12-10,2015-12-10,Long Way North,7.7,35.0
5.73874,2015-11-04,2015-11-04,April and the Extraordinary World,6.7,67.0
7.016801,2016-02-25,2016-02-25,The Other Side of the Door,5.2,279.0
16.290586,2016-01-21,2016-01-21,Dirty Grandpa,5.7,1429.0
0.319065,2016-01-23,2016-01-23,Toni Braxton: Unbreak My Heart,5.1,7.0
0.192475,2015-09-17,2015-09-17,Orleans,6.0,3.0
2.203671,2015-04-18,2015-04-18,Requiem for the American Dream,7.7,49.0
3.599743,2015-04-09,2015-04-09,God Willing,6.5,118.0
4.123075,2015-01-22,2015-01-22,Ever Been to the Moon?,5.3,66.0
10.385757,2016-01-25,2016-01-25,The Finest Hours,6.3,597.0
2.451342,2015-11-20,2015-11-20,#Horror,3.4,53.0
1.218718,2015-11-28,2015-11-28,A Gift Wrapped Christmas,6.1,7.0
0.064238,2015-11-27,2015-11-27,White Rage,6.0,1.0
0.648791,2015-02-27,2015-02-27,Absolution,6.8,2.0
0.311335,2015-11-20,2015-11-20,X: Past Is Present,8.5,2.0
0.48592,2015-06-12,2015-06-12,Caught,4.6,8.0
1.053387,2015-04-11,2015-04-11,Molly Moon and the Incredible Book of Hypnotism,4.1,18.0
2.922931,2016-06-09,2016-06-09,Arrowhead,4.6,32.0
2.664286,2015-11-13,2015-11-13,My All American,6.8,38.0
5.933047,2016-09-09,2016-09-09,The Birth of a Nation,6.4,181.0
4.766482,2015-08-27,2015-08-27,Holding the Man,7.8,111.0
0.099285,2015-06-24,2015-06-24,Polycarp,5.5,1.0
0.304876,2015-05-06,2015-05-06,Titli,6.3,6.0
1.008409,2015-04-02,2015-04-02,Tempo instabile con probabili schiarite,3.6,9.0
2.114265,2015-03-26,2015-03-26,I Killed Napoleon,5.2,28.0
34.34759,2016-06-02,2016-06-02,Me Before You,7.6,2674.0
3.596977,2016-01-20,2016-01-20,Jarhead 3: The Siege,5.6,39.0
1.347626,2015-05-18,2015-05-18,Land and Shade,7.2,16.0
0.751736,2016-01-29,2016-01-29,SOMM: Into the Bottle,7.8,12.0
4.015952,2015-05-21,2015-05-21,The Treacherous,6.1,18.0
2.348892,2016-02-12,2016-02-12,Touched with Fire,6.2,22.0
1.103486,2016-01-13,2016-01-13,Space Cop,3.7,19.0
4.456394,2016-01-31,2016-01-31,Grease Live,7.4,112.0
0.917331,2015-09-30,2015-09-30,Neither Heaven Nor Earth,6.3,14.0
0.200219,2015-04-09,2015-04-09,¡Asu Mare! 2,6.5,5.0
6.253285,2016-02-26,2016-02-26,Pandemic,4.3,92.0
3.989771,2016-03-20,2016-03-20,Miles Ahead,6.7,74.0
8.796536,2016-02-18,2016-02-18,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.0,174.0
12.892504,2016-02-19,2016-02-19,Triple 9,5.6,812.0
13.337707,2016-02-25,2016-02-25,Gods of Egypt,5.2,1303.0
5.061041,2015-05-25,2015-05-25,Embrace of the Serpent,7.8,129.0
1.68625,2016-02-19,2016-02-19,Neerja,7.4,44.0
7.979302,2016-02-19,2016-02-19,Race,7.0,492.0
0.308563,2016-02-12,2016-02-12,Providence,0.0,0.0
0.261945,2016-02-12,2016-02-12,Of Mind and Music,6.3,6.0
14.421528,2016-03-10,2016-03-10,10 Cloverfield Lane,6.8,2537.0
15.037993,2016-03-02,2016-03-02,London Has Fallen,5.8,1656.0
26.024868,2016-02-11,2016-02-11,Zootopia,7.7,4961.0
8.155604,2016-03-04,2016-03-04,Whiskey Tango Foxtrot,6.0,356.0
6.073841,2015-04-12,2015-04-12,Desierto,5.7,107.0
1.729199,2016-03-10,2016-03-10,The Young Messiah,6.4,30.0
3.150511,2016-03-11,2016-03-11,The Perfect Match,5.2,42.0
13.912531,2016-02-24,2016-02-24,Grimsby,5.7,794.0
1.671062,2015-06-19,2015-06-19,Swung,4.8,7.0
1.929064,2015-10-18,2015-10-18,Jesse Stone: Lost in Paradise,6.1,19.0
2.611786,2015-11-23,2015-11-23,Chemsex,7.7,6.0
2.679641,2016-02-02,2016-02-02,Home Invasion,5.2,51.0
3.227613,2015-01-23,2015-01-23,James White,6.1,42.0
0.935899,2015-01-04,2015-01-04,Pirate's Passage,6.0,3.0
4.749622,2015-09-10,2015-09-10,A War,6.9,59.0
0.808534,2015-08-08,2015-08-08,Murder Rap: Inside the Biggie and Tupac Murders,7.9,5.0
0.85973,2016-01-13,2016-01-13,Nannaku Prematho,7.8,7.0
2.559923,2015-10-05,2015-10-05,Blunt Force Trauma,4.3,31.0
1.167688,2015-09-30,2015-09-30,Lapland Odyssey 2,7.2,6.0
0.404432,2015-09-30,2015-09-30,Sum of Histories,10.0,1.0
1.911115,2015-08-19,2015-08-19,Breaking Through,5.4,21.0
0.862874,2015-12-05,2015-12-05,Kill Game,4.2,7.0
8.996087,2016-02-05,2016-02-05,Misconduct,5.3,149.0
1.551621,2016-01-27,2016-01-27,"The First, the Last",5.8,14.0
2.412629,2016-01-21,2016-01-21,From Afar,5.9,34.0
2.192453,2016-03-23,2016-03-23,Rosalie Blum,6.5,48.0
3.139448,2015-11-18,2015-11-18,Courted,6.1,61.0
1.107576,2015-12-02,2015-12-02,Taj Mahal,5.1,14.0
3.041967,2015-05-17,2015-05-17,Macadam Stories,6.1,35.0
1.6833,2015-06-17,2015-06-17,Valley of Love,5.6,27.0
1.831295,2015-05-14,2015-05-14,In the Shadow of Women,5.0,11.0
3.302902,2015-12-09,2015-12-09,Un plus une,5.8,64.0
1.968115,2015-11-11,2015-11-11,The Anarchists,5.5,24.0
2.03853,2015-09-17,2015-09-17,The Wait,5.9,30.0
6.618931,2015-08-19,2015-08-19,Family For Rent,5.2,115.0
6.117335,2015-09-03,2015-09-03,Lolo,5.3,101.0
1.824486,2015-10-15,2015-10-15,The Fear of 13,8.0,45.0
4.209701,2015-12-18,2015-12-18,Mojin: The Lost Legend,6.0,71.0
0.211886,2015-09-10,2015-09-10,13 days of October,9.0,1.0
1.35227,2015-08-06,2015-08-06,Piranha Sharks,5.0,4.0
2.743509,2015-01-01,2015-01-01,Convergence,5.0,12.0
5.596267,2015-09-17,2015-09-17,Southbound,6.1,146.0
2.055173,2015-03-14,2015-03-14,Hangman,4.3,36.0
0.411639,2015-10-01,2015-10-01,Mary Loss of Soul,6.0,2.0
0.740328,2015-10-08,2015-10-08,A Faster Horse,7.9,16.0
0.053101,2015-11-08,2015-11-08,Chicago Boys,0.0,0.0
1.039918,2015-10-17,2015-10-17,Scrawl,3.5,4.0
4.931373,2016-02-12,2016-02-12,Cabin Fever,4.4,113.0
0.686589,2015-01-29,2015-01-29,Son of Mine,6.3,3.0
1.49011,2016-02-17,2016-02-17,Becoming Zlatan,6.0,11.0
5.566138,2016-01-14,2016-01-14,The Commune,6.6,41.0
